order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,gross_sales,net_sales,order_status,completed_order,traffic_source
900791,2025-09-06,10257,2034,1,331.96,0.05,331.96,315.36,Completed,1,Direct
900792,2025-05-30,10232,2040,3,27.36,0.1,82.08,73.87,Cancelled,0,Direct
900793,2025-02-03,10097,2058,4,353.34,0.0,1413.36,1413.36,Completed,1,Organic
900794,2025-02-09,10056,2011,3,134.0,0.0,402.0,402.0,Completed,1,Organic
900795,2025-04-15,10267,2041,1,420.55,0.0,420.55,420.55,Returned,0,Email
900796,2025-03-09,10243,2023,4,135.34,0.0,541.36,541.36,Completed,1,Paid
900797,2025-02-02,10012,2056,2,168.58,0.1,337.16,303.44,Completed,1,Paid
900798,2025-10-24,10176,2042,3,248.02,0.05,744.06,706.86,Completed,1,Email
900799,2025-10-08,10228,2030,3,240.52,0.05,721.56,685.48,Cancelled,0,Paid
900800,2026-02-09,10134,2015,4,229.89,0.0,919.56,919.56,Completed,1,Direct
900801,2025-03-17,10181,2019,4,315.66,0.2,1262.64,1010.11,Completed,1,Organic
900802,2025-10-02,10147,2012,2,408.15,0.1,816.3,734.67,Completed,1,Email
900803,2025-03-20,10083,2016,1,173.71,0.0,173.71,173.71,Completed,1,Organic
900804,2025-05-14,10190,2012,2,408.15,0.05,816.3,775.48,Completed,1,Paid
900805,2025-06-26,10076,2024,4,193.56,0.05,774.24,735.53,Completed,1,Paid
900806,2025-01-13,10208,2060,4,258.72,0.1,1034.88,931.39,Cancelled,0,Referral
900807,2025-03-21,10003,2048,5,237.52,0.2,1187.6,950.08,Completed,1,Direct
900808,2025-08-31,10459,2019,5,315.66,0.05,1578.3,1499.38,Completed,1,Direct
900809,2025-08-15,10174,2045,1,170.66,0.1,170.66,153.59,Cancelled,0,Organic
900810,2025-10-10,10060,2020,1,206.28,0.0,206.28,206.28,Completed,1,Paid
900811,2025-02-17,10168,2004,5,365.41,0.05,1827.05,1735.7,Completed,1,Organic
900812,2026-01-28,10143,2013,1,426.31,0.0,426.31,426.31,Completed,1,Email
900813,2025-02-14,10500,2033,4,15.18,0.0,60.72,60.72,Completed,1,Email
900814,2025-01-29,10466,2043,3,92.47,0.0,277.41,277.41,Completed,1,Paid
900815,2025-07-17,10191,2001,3,189.6,0.0,568.8,568.8,Completed,1,Paid
900816,2025-10-15,10045,2014,4,162.52,0.1,650.08,585.07,Completed,1,Paid
900817,2025-03-25,10413,2047,4,227.32,0.1,909.28,818.35,Completed,1,Direct
900818,2025-11-03,10045,2010,2,53.34,0.0,106.68,106.68,Returned,0,Email
900819,2025-06-21,10034,2060,5,258.72,0.1,1293.6,1164.24,Completed,1,Paid
900820,2025-05-20,10213,2012,5,408.15,0.05,2040.75,1938.71,Completed,1,Referral
900821,2025-04-13,10096,2054,4,449.18,0.0,1796.72,1796.72,Completed,1,Direct
900822,2025-06-04,10428,2038,3,287.23,0.05,861.69,818.61,Completed,1,Organic
900823,2026-02-10,10002,2010,3,53.34,0.0,160.02,160.02,Completed,1,Email
900824,2025-03-05,10335,2043,3,92.47,0.0,277.41,277.41,Completed,1,Email
900825,2025-05-06,10015,2008,3,362.16,0.05,1086.48,1032.16,Returned,0,Email
900826,2025-07-05,10298,2031,5,252.94,0.0,1264.7,1264.7,Completed,1,Email
900827,2025-12-22,10419,2008,3,362.16,0.05,1086.48,1032.16,Completed,1,Direct
900828,2025-03-25,10298,2004,2,365.41,0.0,730.82,730.82,Cancelled,0,Organic
900829,2025-03-25,10028,2018,3,68.82,0.0,206.46,206.46,Cancelled,0,Paid
900830,2025-05-29,10150,2034,1,331.96,0.05,331.96,315.36,Completed,1,Organic
900831,2025-02-18,10307,2049,2,42.89,0.05,85.78,81.49,Cancelled,0,Direct
900832,2025-12-17,10410,2020,3,206.28,0.1,618.84,556.96,Completed,1,Organic
900833,2025-10-24,10181,2053,2,26.72,0.0,53.44,53.44,Completed,1,Paid
900834,2025-09-06,10211,2022,2,329.44,0.0,658.88,658.88,Completed,1,Organic
900835,2025-04-07,10408,2058,5,353.34,0.05,1766.7,1678.37,Completed,1,Email
900836,2025-09-30,10365,2036,1,249.34,0.0,249.34,249.34,Cancelled,0,Organic
900837,2025-03-09,10473,2002,4,204.34,0.0,817.36,817.36,Completed,1,Organic
900838,2025-08-15,10456,2039,5,351.08,0.1,1755.4,1579.86,Completed,1,Direct
900839,2025-01-15,10382,2053,1,26.72,0.0,26.72,26.72,Completed,1,Organic
900840,2025-04-27,10158,2009,2,291.4,0.0,582.8,582.8,Completed,1,Email
900841,2026-02-06,10058,2005,1,170.59,0.1,170.59,153.53,Completed,1,Organic
900842,2025-02-25,10017,2051,5,300.13,0.05,1500.65,1425.62,Completed,1,Referral
900843,2025-01-23,10034,2020,1,206.28,0.1,206.28,185.65,Completed,1,Referral
900844,2025-04-16,10301,2058,2,353.34,0.0,706.68,706.68,Completed,1,Organic
900845,2026-03-10,10383,2018,5,68.82,0.0,344.1,344.1,Completed,1,Paid
900846,2026-01-09,10314,2016,5,173.71,0.05,868.55,825.12,Completed,1,Email
900847,2025-01-08,10271,2014,2,162.52,0.2,325.04,260.03,Completed,1,Direct
900848,2025-01-03,10499,2047,1,227.32,0.15,227.32,193.22,Cancelled,0,Direct
900849,2025-09-01,10188,2045,5,170.66,0.0,853.3,853.3,Completed,1,Organic
900850,2026-03-04,10182,2025,4,57.0,0.0,228.0,228.0,Completed,1,Organic
900851,2025-06-10,10064,2030,1,240.52,0.05,240.52,228.49,Completed,1,Paid
900852,2025-05-28,10286,2047,1,227.32,0.0,227.32,227.32,Completed,1,Paid
900853,2025-08-22,10308,2048,3,237.52,0.1,712.56,641.3,Completed,1,Organic
900854,2025-07-28,10149,2055,4,426.97,0.0,1707.88,1707.88,Completed,1,Direct
900855,2025-09-01,10481,2044,3,390.68,0.0,1172.04,1172.04,Returned,0,Paid
900856,2025-02-23,10203,2029,5,45.84,0.05,229.2,217.74,Completed,1,Organic
900857,2025-07-25,10356,2038,1,287.23,0.1,287.23,258.51,Cancelled,0,Organic
900858,2025-07-06,10500,2013,3,426.31,0.0,1278.93,1278.93,Completed,1,Paid
900859,2025-04-30,10430,2028,4,114.33,0.0,457.32,457.32,Completed,1,Email
900860,2025-05-20,10388,2051,4,300.13,0.0,1200.52,1200.52,Completed,1,Referral
900861,2025-09-06,10262,2018,2,68.82,0.1,137.64,123.88,Completed,1,Organic
900862,2025-09-12,10119,2041,2,420.55,0.0,841.1,841.1,Completed,1,Direct
900863,2025-09-13,10348,2002,2,204.34,0.0,408.68,408.68,Completed,1,Organic
900864,2025-11-15,10320,2007,1,241.14,0.05,241.14,229.08,Completed,1,Paid
900865,2025-08-27,10104,2019,4,315.66,0.05,1262.64,1199.51,Completed,1,Paid
900866,2026-03-17,10277,2035,1,332.95,0.2,332.95,266.36,Completed,1,Paid
900867,2025-03-02,10197,2029,3,45.84,0.15,137.52,116.89,Completed,1,Organic
900868,2025-04-01,10286,2043,3,92.47,0.15,277.41,235.8,Completed,1,Paid
900869,2025-06-09,10367,2025,4,57.0,0.1,228.0,205.2,Completed,1,Paid
900870,2025-10-11,10351,2035,5,332.95,0.05,1664.75,1581.51,Completed,1,Organic
900871,2025-01-29,10201,2017,4,378.92,0.05,1515.68,1439.9,Completed,1,Email
900872,2026-01-28,10146,2021,1,121.12,0.0,121.12,121.12,Completed,1,Direct
900873,2025-06-28,10415,2048,5,237.52,0.0,1187.6,1187.6,Cancelled,0,Paid
900874,2025-02-19,10220,2023,3,135.34,0.0,406.02,406.02,Completed,1,Organic
900875,2025-05-01,10332,2020,5,206.28,0.0,1031.4,1031.4,Completed,1,Direct
900876,2025-02-28,10173,2011,1,134.0,0.05,134.0,127.3,Completed,1,Email
900877,2025-08-05,10291,2033,4,15.18,0.0,60.72,60.72,Completed,1,Email
900878,2025-06-12,10194,2037,4,352.38,0.0,1409.52,1409.52,Completed,1,Paid
900879,2025-12-20,10346,2014,3,162.52,0.05,487.56,463.18,Completed,1,Email
900880,2025-03-27,10315,2020,3,206.28,0.2,618.84,495.07,Completed,1,Email
900881,2026-02-08,10039,2054,5,449.18,0.0,2245.9,2245.9,Completed,1,Paid
900882,2025-10-21,10206,2052,2,196.34,0.05,392.68,373.05,Returned,0,Direct
900883,2025-10-24,10049,2038,3,287.23,0.0,861.69,861.69,Completed,1,Email
900884,2025-08-07,10108,2023,1,135.34,0.05,135.34,128.57,Completed,1,Direct
900885,2025-08-10,10340,2035,3,332.95,0.0,998.85,998.85,Completed,1,Email
900886,2025-08-21,10344,2049,5,42.89,0.0,214.45,214.45,Completed,1,Direct
900887,2026-03-18,10096,2037,4,352.38,0.0,1409.52,1409.52,Returned,0,Direct
900888,2025-08-28,10138,2060,5,258.72,0.1,1293.6,1164.24,Completed,1,Referral
900889,2025-10-17,10373,2041,1,420.55,0.05,420.55,399.52,Completed,1,Organic
900890,2025-03-19,10383,2044,3,390.68,0.1,1172.04,1054.84,Completed,1,Direct
900891,2025-02-02,10325,2014,4,162.52,0.0,650.08,650.08,Completed,1,Organic
900892,2025-12-18,10308,2016,4,173.71,0.0,694.84,694.84,Completed,1,Organic
900893,2026-02-13,10424,2020,4,206.28,0.05,825.12,783.86,Returned,0,Paid
900894,2025-01-19,10104,2011,3,134.0,0.0,402.0,402.0,Completed,1,Direct
900895,2025-12-04,10282,2012,1,408.15,0.2,408.15,326.52,Completed,1,Organic
900896,2026-03-17,10460,2006,3,212.06,0.05,636.18,604.37,Completed,1,Referral
900897,2025-07-28,10460,2024,1,193.56,0.0,193.56,193.56,Completed,1,Direct
900898,2025-05-01,10058,2037,5,352.38,0.15,1761.9,1497.62,Completed,1,Direct
900899,2026-02-01,10477,2034,3,331.96,0.05,995.88,946.09,Completed,1,Email
900900,2026-01-31,10414,2021,3,121.12,0.1,363.36,327.02,Completed,1,Direct
900901,2026-01-16,10121,2060,4,258.72,0.0,1034.88,1034.88,Completed,1,Organic
900902,2025-05-21,10226,2027,3,71.46,0.15,214.38,182.22,Completed,1,Email
900903,2025-12-25,10486,2008,3,362.16,0.05,1086.48,1032.16,Completed,1,Organic
900904,2025-05-23,10451,2051,2,300.13,0.0,600.26,600.26,Completed,1,Direct
900905,2025-01-11,10331,2058,5,353.34,0.0,1766.7,1766.7,Completed,1,Direct
900906,2025-01-28,10354,2059,2,352.1,0.0,704.2,704.2,Completed,1,Email
900907,2025-12-25,10186,2058,1,353.34,0.05,353.34,335.67,Completed,1,Paid
900908,2025-01-05,10466,2026,3,15.26,0.0,45.78,45.78,Cancelled,0,Direct
900909,2025-06-02,10108,2056,2,168.58,0.15,337.16,286.59,Completed,1,Direct
900910,2026-01-28,10330,2027,1,71.46,0.0,71.46,71.46,Completed,1,Direct
900911,2025-09-09,10242,2048,4,237.52,0.15,950.08,807.57,Completed,1,Paid
900912,2026-02-24,10052,2053,2,26.72,0.1,53.44,48.1,Completed,1,Paid
900913,2025-11-05,10374,2053,5,26.72,0.1,133.6,120.24,Completed,1,Organic
900914,2025-01-27,10329,2042,2,248.02,0.05,496.04,471.24,Completed,1,Organic
900915,2025-07-25,10103,2041,3,420.55,0.0,1261.65,1261.65,Completed,1,Organic
900916,2025-09-22,10366,2050,2,249.1,0.1,498.2,448.38,Completed,1,Direct
900917,2025-06-13,10232,2031,2,252.94,0.0,505.88,505.88,Completed,1,Direct
900918,2026-02-14,10145,2013,1,426.31,0.0,426.31,426.31,Completed,1,Direct
900919,2026-03-04,10453,2037,2,352.38,0.0,704.76,704.76,Completed,1,Email
900920,2025-11-10,10321,2015,1,229.89,0.2,229.89,183.91,Completed,1,Direct
900921,2025-03-28,10026,2026,5,15.26,0.0,76.3,76.3,Completed,1,Organic
900922,2025-07-08,10088,2037,1,352.38,0.0,352.38,352.38,Completed,1,Direct
900923,2025-08-21,10424,2044,4,390.68,0.0,1562.72,1562.72,Completed,1,Organic
900924,2026-03-18,10417,2051,3,300.13,0.0,900.39,900.39,Completed,1,Organic
900925,2026-03-15,10106,2039,2,351.08,0.2,702.16,561.73,Completed,1,Email
900926,2025-08-03,10093,2027,2,71.46,0.0,142.92,142.92,Returned,0,Organic
900927,2025-08-19,10465,2016,3,173.71,0.05,521.13,495.07,Completed,1,Organic
900928,2025-08-29,10069,2056,3,168.58,0.2,505.74,404.59,Completed,1,Organic
900929,2025-07-16,10363,2028,5,114.33,0.0,571.65,571.65,Completed,1,Organic
900930,2025-06-20,10477,2016,4,173.71,0.15,694.84,590.61,Returned,0,Referral
900931,2026-02-15,10307,2046,1,403.43,0.0,403.43,403.43,Completed,1,Paid
900932,2025-07-22,10344,2024,2,193.56,0.2,387.12,309.7,Completed,1,Email
900933,2025-05-14,10087,2033,4,15.18,0.15,60.72,51.61,Cancelled,0,Organic
900934,2025-06-12,10364,2034,4,331.96,0.0,1327.84,1327.84,Completed,1,Organic
900935,2025-03-07,10256,2056,3,168.58,0.1,505.74,455.17,Cancelled,0,Paid
900936,2026-03-25,10135,2040,3,27.36,0.05,82.08,77.98,Completed,1,Organic
900937,2026-01-13,10252,2049,2,42.89,0.05,85.78,81.49,Cancelled,0,Email
900938,2025-08-14,10028,2013,2,426.31,0.0,852.62,852.62,Completed,1,Paid
900939,2025-03-25,10362,2030,4,240.52,0.0,962.08,962.08,Cancelled,0,Paid
900940,2025-08-15,10183,2046,5,403.43,0.05,2017.15,1916.29,Completed,1,Direct
900941,2026-03-20,10076,2008,3,362.16,0.0,1086.48,1086.48,Completed,1,Organic
900942,2025-03-28,10384,2033,3,15.18,0.05,45.54,43.26,Completed,1,Organic
900943,2025-01-03,10270,2050,5,249.1,0.0,1245.5,1245.5,Cancelled,0,Organic
900944,2025-09-13,10347,2007,3,241.14,0.0,723.42,723.42,Completed,1,Email
900945,2025-07-21,10192,2038,1,287.23,0.1,287.23,258.51,Completed,1,Organic
900946,2026-03-02,10363,2043,4,92.47,0.05,369.88,351.39,Returned,0,Email
900947,2025-01-03,10169,2003,5,206.43,0.2,1032.15,825.72,Completed,1,Direct
900948,2026-01-11,10465,2052,5,196.34,0.0,981.7,981.7,Completed,1,Direct
900949,2025-05-25,10166,2052,1,196.34,0.1,196.34,176.71,Completed,1,Email
900950,2025-02-17,10205,2017,2,378.92,0.0,757.84,757.84,Completed,1,Paid
900951,2025-01-11,10437,2014,2,162.52,0.0,325.04,325.04,Completed,1,Email
900952,2025-12-01,10079,2008,3,362.16,0.05,1086.48,1032.16,Completed,1,Direct
900953,2025-06-08,10463,2044,5,390.68,0.0,1953.4,1953.4,Completed,1,Direct
900954,2025-09-20,10103,2032,4,288.97,0.15,1155.88,982.5,Completed,1,Email
900955,2025-08-05,10047,2049,4,42.89,0.1,171.56,154.4,Completed,1,Paid
900956,2025-08-07,10048,2003,5,206.43,0.0,1032.15,1032.15,Completed,1,Organic
900957,2025-12-18,10366,2010,4,53.34,0.05,213.36,202.69,Completed,1,Organic
900958,2025-08-28,10224,2006,4,212.06,0.0,848.24,848.24,Returned,0,Email
900959,2025-06-03,10431,2016,5,173.71,0.0,868.55,868.55,Completed,1,Email
900960,2025-01-24,10263,2007,5,241.14,0.0,1205.7,1205.7,Completed,1,Email
900961,2025-10-19,10417,2017,3,378.92,0.0,1136.76,1136.76,Completed,1,Paid
900962,2025-02-28,10380,2043,4,92.47,0.0,369.88,369.88,Completed,1,Paid
900963,2025-02-12,10214,2057,3,429.13,0.0,1287.39,1287.39,Completed,1,Direct
900964,2025-08-19,10320,2052,3,196.34,0.0,589.02,589.02,Cancelled,0,Direct
900965,2025-04-19,10095,2006,5,212.06,0.0,1060.3,1060.3,Completed,1,Paid
900966,2025-01-10,10003,2026,1,15.26,0.0,15.26,15.26,Completed,1,Paid
900967,2025-07-27,10445,2043,5,92.47,0.1,462.35,416.12,Completed,1,Direct
900968,2025-11-12,10185,2045,4,170.66,0.1,682.64,614.38,Completed,1,Organic
900969,2025-04-08,10058,2053,1,26.72,0.1,26.72,24.05,Completed,1,Organic
900970,2025-09-04,10333,2010,2,53.34,0.0,106.68,106.68,Completed,1,Direct
900971,2025-04-08,10045,2020,4,206.28,0.0,825.12,825.12,Completed,1,Organic
900972,2025-03-20,10379,2045,4,170.66,0.2,682.64,546.11,Completed,1,Direct
900973,2025-10-27,10125,2013,3,426.31,0.05,1278.93,1214.98,Completed,1,Organic
900974,2025-01-05,10053,2041,4,420.55,0.2,1682.2,1345.76,Completed,1,Direct
900975,2025-11-02,10375,2036,3,249.34,0.0,748.02,748.02,Completed,1,Paid
900976,2026-01-07,10314,2060,4,258.72,0.0,1034.88,1034.88,Completed,1,Organic
900977,2025-10-23,10162,2036,1,249.34,0.0,249.34,249.34,Completed,1,Direct
900978,2025-03-01,10254,2040,3,27.36,0.0,82.08,82.08,Completed,1,Organic
900979,2026-01-07,10099,2031,3,252.94,0.0,758.82,758.82,Completed,1,Email
900980,2025-12-17,10174,2059,5,352.1,0.15,1760.5,1496.42,Completed,1,Paid
900981,2025-05-31,10371,2046,4,403.43,0.2,1613.72,1290.98,Completed,1,Email
900982,2026-01-12,10185,2051,4,300.13,0.1,1200.52,1080.47,Completed,1,Email
900983,2025-05-25,10354,2048,1,237.52,0.05,237.52,225.64,Completed,1,Organic
900984,2025-11-07,10252,2007,4,241.14,0.15,964.56,819.88,Completed,1,Organic
900985,2025-10-13,10025,2002,3,204.34,0.15,613.02,521.07,Completed,1,Organic
900986,2026-02-28,10441,2058,5,353.34,0.0,1766.7,1766.7,Completed,1,Paid
900987,2025-11-13,10117,2008,5,362.16,0.0,1810.8,1810.8,Completed,1,Paid
900988,2025-07-01,10394,2003,5,206.43,0.0,1032.15,1032.15,Completed,1,Email
900989,2025-09-21,10310,2043,1,92.47,0.1,92.47,83.22,Cancelled,0,Paid
900990,2025-08-23,10493,2054,1,449.18,0.2,449.18,359.34,Completed,1,Email
900991,2026-03-16,10486,2007,5,241.14,0.0,1205.7,1205.7,Completed,1,Email
900992,2026-03-22,10106,2059,3,352.1,0.0,1056.3,1056.3,Completed,1,Paid
900993,2025-09-17,10256,2047,1,227.32,0.0,227.32,227.32,Completed,1,Direct
900994,2025-03-04,10435,2013,4,426.31,0.2,1705.24,1364.19,Completed,1,Organic
900995,2026-03-04,10415,2031,3,252.94,0.0,758.82,758.82,Completed,1,Organic
900996,2026-01-02,10387,2027,3,71.46,0.05,214.38,203.66,Completed,1,Direct
900997,2025-09-29,10216,2051,2,300.13,0.0,600.26,600.26,Completed,1,Referral
900998,2025-08-23,10488,2055,5,426.97,0.1,2134.85,1921.37,Completed,1,Organic
900999,2025-03-16,10395,2001,5,189.6,0.15,948.0,805.8,Completed,1,Paid
901000,2026-01-31,10085,2028,1,114.33,0.0,114.33,114.33,Completed,1,Referral
901001,2025-03-19,10463,2037,1,352.38,0.2,352.38,281.9,Returned,0,Direct
901002,2026-03-25,10267,2019,4,315.66,0.0,1262.64,1262.64,Completed,1,Email
901003,2025-06-05,10370,2048,3,237.52,0.15,712.56,605.68,Completed,1,Organic
901004,2025-09-28,10313,2059,2,352.1,0.1,704.2,633.78,Completed,1,Organic
901005,2025-10-06,10320,2051,5,300.13,0.05,1500.65,1425.62,Completed,1,Direct
901006,2026-02-05,10333,2026,2,15.26,0.15,30.52,25.94,Completed,1,Email
901007,2025-07-19,10372,2047,2,227.32,0.05,454.64,431.91,Completed,1,Organic
901008,2025-09-19,10283,2020,5,206.28,0.0,1031.4,1031.4,Completed,1,Organic
901009,2026-02-12,10277,2038,3,287.23,0.0,861.69,861.69,Completed,1,Direct
901010,2025-09-16,10057,2047,1,227.32,0.1,227.32,204.59,Completed,1,Paid
901011,2025-03-05,10025,2049,1,42.89,0.0,42.89,42.89,Completed,1,Organic
901012,2025-06-23,10121,2052,5,196.34,0.05,981.7,932.62,Cancelled,0,Email
901013,2025-10-01,10433,2039,2,351.08,0.0,702.16,702.16,Completed,1,Direct
901014,2026-01-02,10294,2044,2,390.68,0.1,781.36,703.22,Completed,1,Organic
901015,2025-06-17,10265,2038,2,287.23,0.1,574.46,517.01,Completed,1,Organic
901016,2025-12-31,10218,2054,4,449.18,0.0,1796.72,1796.72,Completed,1,Direct
901017,2025-09-01,10110,2029,1,45.84,0.0,45.84,45.84,Completed,1,Email
901018,2025-09-23,10399,2026,3,15.26,0.05,45.78,43.49,Completed,1,Referral
901019,2025-12-19,10477,2032,4,288.97,0.1,1155.88,1040.29,Completed,1,Organic
901020,2025-12-31,10235,2009,5,291.4,0.15,1457.0,1238.45,Completed,1,Organic
901021,2025-08-31,10017,2048,2,237.52,0.15,475.04,403.78,Completed,1,Referral
901022,2025-11-05,10437,2027,1,71.46,0.0,71.46,71.46,Completed,1,Organic
901023,2025-03-20,10061,2024,3,193.56,0.2,580.68,464.54,Completed,1,Paid
901024,2026-02-10,10074,2010,5,53.34,0.0,266.7,266.7,Cancelled,0,Paid
901025,2025-05-26,10111,2012,4,408.15,0.0,1632.6,1632.6,Completed,1,Organic
901026,2025-01-23,10214,2031,5,252.94,0.0,1264.7,1264.7,Completed,1,Paid
901027,2025-07-13,10244,2054,5,449.18,0.0,2245.9,2245.9,Completed,1,Email
901028,2026-01-25,10231,2043,4,92.47,0.0,369.88,369.88,Completed,1,Organic
901029,2025-11-16,10341,2040,4,27.36,0.0,109.44,109.44,Cancelled,0,Paid
901030,2025-01-24,10491,2043,4,92.47,0.1,369.88,332.89,Completed,1,Direct
901031,2025-12-29,10013,2037,3,352.38,0.05,1057.14,1004.28,Completed,1,Email
901032,2025-04-09,10490,2040,5,27.36,0.05,136.8,129.96,Completed,1,Email
901033,2025-04-07,10385,2031,5,252.94,0.15,1264.7,1075.0,Completed,1,Referral
901034,2025-04-03,10493,2002,3,204.34,0.1,613.02,551.72,Completed,1,Direct
901035,2025-10-24,10228,2006,5,212.06,0.05,1060.3,1007.28,Completed,1,Organic
901036,2026-03-18,10479,2002,3,204.34,0.0,613.02,613.02,Completed,1,Direct
901037,2025-06-12,10196,2017,1,378.92,0.0,378.92,378.92,Completed,1,Organic
901038,2025-03-15,10094,2017,1,378.92,0.0,378.92,378.92,Returned,0,Email
901039,2025-01-31,10315,2021,2,121.12,0.0,242.24,242.24,Completed,1,Paid
901040,2025-06-13,10073,2027,3,71.46,0.0,214.38,214.38,Cancelled,0,Direct
901041,2025-01-27,10104,2016,5,173.71,0.05,868.55,825.12,Completed,1,Direct
901042,2025-07-17,10487,2008,3,362.16,0.0,1086.48,1086.48,Completed,1,Paid
901043,2025-09-05,10015,2027,2,71.46,0.15,142.92,121.48,Completed,1,Email
901044,2025-10-28,10346,2007,2,241.14,0.1,482.28,434.05,Completed,1,Organic
901045,2025-10-18,10209,2029,1,45.84,0.1,45.84,41.26,Completed,1,Direct
901046,2025-03-14,10192,2035,2,332.95,0.1,665.9,599.31,Completed,1,Paid
901047,2025-10-12,10232,2003,1,206.43,0.1,206.43,185.79,Returned,0,Email
901048,2025-12-01,10498,2011,1,134.0,0.0,134.0,134.0,Cancelled,0,Organic
901049,2025-05-09,10430,2044,4,390.68,0.2,1562.72,1250.18,Completed,1,Organic
901050,2026-03-07,10262,2019,1,315.66,0.0,315.66,315.66,Completed,1,Organic
901051,2025-02-15,10203,2045,1,170.66,0.1,170.66,153.59,Completed,1,Referral
901052,2026-03-26,10222,2014,5,162.52,0.05,812.6,771.97,Completed,1,Direct
901053,2025-06-25,10326,2017,4,378.92,0.0,1515.68,1515.68,Completed,1,Paid
901054,2025-04-18,10236,2039,3,351.08,0.0,1053.24,1053.24,Completed,1,Email
901055,2025-01-02,10312,2031,1,252.94,0.15,252.94,215.0,Completed,1,Paid
901056,2025-12-23,10361,2032,4,288.97,0.05,1155.88,1098.09,Completed,1,Email
901057,2025-02-09,10276,2002,4,204.34,0.1,817.36,735.62,Completed,1,Direct
901058,2026-02-28,10308,2023,4,135.34,0.0,541.36,541.36,Completed,1,Email
901059,2025-01-05,10064,2030,3,240.52,0.15,721.56,613.33,Completed,1,Organic
901060,2025-01-11,10389,2018,3,68.82,0.0,206.46,206.46,Completed,1,Email
901061,2026-02-18,10368,2015,2,229.89,0.2,459.78,367.82,Returned,0,Organic
901062,2025-09-10,10464,2046,5,403.43,0.0,2017.15,2017.15,Completed,1,Direct
901063,2025-07-22,10057,2056,3,168.58,0.05,505.74,480.45,Completed,1,Email
901064,2025-12-04,10379,2037,5,352.38,0.05,1761.9,1673.81,Completed,1,Organic
901065,2025-02-03,10066,2017,5,378.92,0.15,1894.6,1610.41,Cancelled,0,Direct
901066,2025-05-21,10099,2055,1,426.97,0.2,426.97,341.58,Completed,1,Email
901067,2025-05-10,10349,2036,4,249.34,0.0,997.36,997.36,Completed,1,Email
901068,2025-11-29,10027,2055,3,426.97,0.0,1280.91,1280.91,Returned,0,Organic
901069,2025-12-15,10266,2030,4,240.52,0.0,962.08,962.08,Completed,1,Direct
901070,2025-04-25,10025,2018,4,68.82,0.05,275.28,261.52,Completed,1,Paid
901071,2025-06-21,10042,2057,5,429.13,0.1,2145.65,1931.09,Returned,0,Organic
901072,2025-12-20,10217,2005,2,170.59,0.0,341.18,341.18,Completed,1,Organic
901073,2025-11-17,10050,2002,4,204.34,0.0,817.36,817.36,Completed,1,Direct
901074,2025-06-21,10431,2017,2,378.92,0.0,757.84,757.84,Completed,1,Paid
901075,2025-01-28,10421,2022,5,329.44,0.1,1647.2,1482.48,Cancelled,0,Direct
901076,2025-11-14,10225,2049,1,42.89,0.05,42.89,40.75,Completed,1,Organic
901077,2025-02-01,10470,2003,4,206.43,0.0,825.72,825.72,Completed,1,Organic
901078,2025-03-07,10032,2059,4,352.1,0.0,1408.4,1408.4,Completed,1,Paid
901079,2025-02-22,10347,2004,5,365.41,0.0,1827.05,1827.05,Completed,1,Paid
901080,2025-11-13,10386,2027,2,71.46,0.15,142.92,121.48,Completed,1,Email
901081,2025-08-21,10197,2030,4,240.52,0.15,962.08,817.77,Completed,1,Paid
901082,2025-12-12,10401,2002,4,204.34,0.05,817.36,776.49,Completed,1,Organic
901083,2025-01-07,10305,2046,1,403.43,0.05,403.43,383.26,Completed,1,Referral
901084,2025-03-06,10327,2033,3,15.18,0.0,45.54,45.54,Completed,1,Email
901085,2025-04-06,10125,2009,1,291.4,0.0,291.4,291.4,Completed,1,Paid
901086,2025-11-30,10387,2023,3,135.34,0.05,406.02,385.72,Completed,1,Organic
901087,2025-08-29,10159,2039,3,351.08,0.0,1053.24,1053.24,Returned,0,Paid
901088,2025-12-03,10348,2010,1,53.34,0.0,53.34,53.34,Completed,1,Email
901089,2025-01-28,10217,2023,2,135.34,0.2,270.68,216.54,Completed,1,Organic
901090,2025-02-05,10175,2013,4,426.31,0.1,1705.24,1534.72,Returned,0,Email
901091,2025-06-19,10437,2038,5,287.23,0.2,1436.15,1148.92,Completed,1,Paid
901092,2025-03-25,10054,2030,1,240.52,0.05,240.52,228.49,Cancelled,0,Email
901093,2025-12-21,10118,2030,5,240.52,0.0,1202.6,1202.6,Completed,1,Direct
901094,2026-02-22,10170,2052,4,196.34,0.0,785.36,785.36,Completed,1,Referral
901095,2025-07-05,10006,2005,3,170.59,0.0,511.77,511.77,Completed,1,Paid
901096,2025-04-10,10324,2038,3,287.23,0.0,861.69,861.69,Completed,1,Organic
901097,2025-03-31,10113,2057,3,429.13,0.1,1287.39,1158.65,Completed,1,Email
901098,2025-04-02,10101,2002,2,204.34,0.1,408.68,367.81,Cancelled,0,Organic
901099,2025-12-13,10071,2025,1,57.0,0.0,57.0,57.0,Completed,1,Paid
901100,2025-07-09,10415,2024,2,193.56,0.15,387.12,329.05,Returned,0,Referral
901101,2025-08-11,10450,2046,1,403.43,0.0,403.43,403.43,Cancelled,0,Organic
901102,2025-04-08,10099,2035,4,332.95,0.1,1331.8,1198.62,Completed,1,Paid
